Rank	Rank Rep1	Rank Rep2	Rank Rep3	id	Lead gene name	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Q-value	Ratio H/L count M1_F1	Ratio H/L count M1_F2	Ratio H/L count M1_F3	Ratio H/L count M2_F1	Ratio H/L count M2_F2	Ratio H/L count M2_F3	Ratio H/L count M3_F1	Ratio H/L count M3_F2	Ratio H/L count M3_F3	Min Ratio count	LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3	Delta 1_1	Delta 1_2	Delta 1_3	Delta 2_1	Delta 2_2	Delta 2_3	Delta 3_1	Delta 3_2	Delta 3_3	Abs Dist 1	Abs Dist 2	Abs Dist 3	Abs Dist total	Median abs dist replicates	Max dist	Rob sum abs dist (minus max dist)	Chosen Distance	Total Ratio count	Percentile	Sum lower two reps			LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3				Add abundance filter	id	Gene names	Delta F3	Passes filter?	Correlation 1 vs 2	Correlation 1 vs 3	Correlation 2 vs 3	Min correl	Correlation with query	distance correl	Rank propduct three neighbourhoods	Rank three neigbourhoods	Rand
2507	3132	1319	1847	2820	SCRN1	Q12765;Q12765-2;Q12765-3	Q12765;Q12765-2;Q12765-3	Secernin-1	SCRN1	sp|Q12765|SCRN1_HUMAN Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1 PE=1 SV=2;sp|Q12765-2|SCRN1_HUMAN Isoform 2 of Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1;sp|Q12765-3|SCRN1_HUMAN Isoform 3 of Secernin-1 OS=Homo sapiens OX=9606 GN=SCRN1	0	5	4	1	4	7	6	7	3	4	1	-0.527714652	-0.499407378	0.281123371	-0.091884918	-0.205656759	-0.412433713	-0.296250212	-0.169088622	-0.368429673	0.884431707	1.002805487	1.667356158	0.563108091	0.607307987	0.934199095	0.892127091	0.6297692	1.131204769	3.554593352	2.104615174	2.65310106	8.312309586	2.65310106	1.667356158	6.644953428	8.312309586	41	0.32	4.757716234																2820	SCRN1	-0.101	1	-0.947078702	-0.756824094	0.506959457	-0.947078702	-0.249808873	1.249808873	7630156476	2198	0.309166316
1561	1093	1207	2419	5414	SCRN2	Q96FV2;Q96FV2-2	Q96FV2;Q96FV2-2	Secernin-2	SCRN2	sp|Q96FV2|SCRN2_HUMAN Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2 PE=1 SV=3;sp|Q96FV2-2|SCRN2_HUMAN Isoform 2 of Secernin-2 OS=Homo sapiens OX=9606 GN=SCRN2	0	3	3	1	3	3	1	2	5	1	1	0.077583229	-0.163135318	-0.18158374	0.195497697	-0.104015801	-0.089172585	-0.178128354	-0.014888758	0.167564736	0.279133827	0.666533426	1.204649047	0.275725476	0.505667028	1.257460223	0.774005233	0.475569336	1.667199178	2.1503163	2.038852728	2.916773747	7.105942775	2.1503163	1.667199178	5.438743597	7.105942775	22	0.10	4.189169028																5414	SCRN2	0.018	1	0.99419355	-0.881464299	-0.825528823	-0.881464299	-0.038929554	1.038929554	3191268170	1565	0.720778677
949	386	1237	1295	5533	SCYL1	Q96KG9-3;Q96KG9-4;Q96KG9-2;Q96KG9;Q96KG9-5;Q96KG9-6	Q96KG9-3;Q96KG9-4;Q96KG9-2;Q96KG9;Q96KG9-5;Q96KG9-6	N-terminal kinase-like protein	SCYL1	sp|Q96KG9-3|SCYL1_HUMAN Isoform 3 of N-terminal kinase-like protein OS=Homo sapiens OX=9606 GN=SCYL1;sp|Q96KG9-4|SCYL1_HUMAN Isoform 4 of N-terminal kinase-like protein OS=Homo sapiens OX=9606 GN=SCYL1;sp|Q96KG9-2|SCYL1_HUMAN Isoform 2 of N-terminal kinase	0	6	4	4	6	6	6	4	6	9	4	0.218707234	0.266696241	-0.018862714	0.191399372	0.089440544	0.116865897	0.095972199	0.296908543	0.196871252	0.138009821	0.236701867	1.367370072	0.279823801	0.312210684	1.463498705	0.499904679	0.163772035	1.696505694	1.742081761	2.055533189	2.360182409	6.157797359	2.055533189	1.696505694	4.461291665	6.157797359	51	0.43	3.79761495																5533	SCYL1	0.071	1	0.102929211	0.154474607	-0.966849246	-0.966849246	0.453660485	0.546339515	618339190.8	867	0.845294276
2684	2492	2592	2694	3907	SCYL2	Q6P3W7	Q6P3W7	SCY1-like protein 2	SCYL2	sp|Q6P3W7|SCYL2_HUMAN SCY1-like protein 2 OS=Homo sapiens OX=9606 GN=SCYL2 PE=1 SV=1	0	5	7	7	7	7	4	2	7	6	2	-0.320994543	-0.212749609	0.005698283	-0.186818309	-0.187115504	0.187222629	-0.15998232	-0.324500011	0.044289981	0.677711598	0.716147718	1.391931069	0.658041482	0.588766732	1.533855437	0.755859199	0.785180589	1.543924423	2.785790385	2.780663652	3.084964212	8.651418248	2.785790385	1.543924423	7.107493825	8.651418248	52	0.44	5.566454037																3907	SCYL2	-0.137	1	0.945412749	0.701930708	0.895717397	0.701930708	-0.879014364	1.879014364	17401257216	2826	0.206273386
29	41	25	73	180	SDCBP	O00560;O00560-3	O00560;O00560-3	Syntenin-1	SDCBP	sp|O00560|SDCB1_HUMAN Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1;sp|O00560-3|SDCB1_HUMAN Isoform 3 of Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP	0	20	27	27	15	19	31	20	18	31	15	0.505679695	1.095987452	-1.348619572	0.393090499	0.833817616	-1.120138261	0.865194209	1.135390502	-1.397690524	0.148962639	0.592589343	0.037613215	0.078132674	0.432166388	0.226494547	0.26931733	0.674709924	0.101943918	0.779165197	0.736793609	1.045971172	2.561929977	0.779165197	0.674709924	1.887220054	2.561929977	208	0.90	1.515958806																180	SDCBP	0.281	1	0.99985906	0.990735452	0.992875825	0.990735452	0.977322282	0.022677718	74825.21899	30	0.21898514
64	101	45	254	181	SDCBP	O00560-2	O00560-2	Syntenin-1	SDCBP	sp|O00560-2|SDCB1_HUMAN Isoform 2 of Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP	0	2	4	3	2	3	1	3	3	3	1	0.158065883	1.446143838	-1.416058341	0.076555137	0.509686711	-0.990825281	0.315600747	1.306346829	-1.22911246	0.198651173	0.942745729	0.029825554	0.394668036	0.108035483	0.355807527	0.280276132	0.845666251	0.270521982	1.171222456	0.858511046	1.396464365	3.426197867	1.171222456	0.942745729	2.483452137	3.426197867	24	0.12	2.029733502																181	SDCBP	0.717	1	0.983533468	0.997699394	0.993522745	0.983533468	0.890504258	0.109495742	1154430.735	63	0.735358725
3337	3318	3336	3331	5304	SDCCAG3	Q96C92-4;Q96C92-3;Q96C92-2;Q96C92	Q96C92-4;Q96C92-3;Q96C92-2;Q96C92	Serologically defined colon cancer antigen 3	SDCCAG3	sp|Q96C92-4|ENTR1_HUMAN Isoform 4 of Endosome-associated-trafficking regulator 1 OS=Homo sapiens OX=9606 GN=ENTR1;sp|Q96C92-3|ENTR1_HUMAN Isoform 3 of Endosome-associated-trafficking regulator 1 OS=Homo sapiens OX=9606 GN=ENTR1;sp|Q96C92-2|ENTR1_HUMAN Isof	0	7	1	3	13	5	1	7	3	1	1	-0.852270395	-0.12637055	1.522798755	0.290376264	0.136800122	3.896544498	-0.411740098	0.433444773	3.242245695	1.20898745	0.629768659	2.909031541	0.180846909	0.264851106	5.243177306	1.007616976	0.027235805	4.741880137	4.74778765	5.688875321	5.776732918	16.21339589	5.688875321	5.243177306	10.97021858	16.21339589	41	0.32	10.43666297																5304	SDCCAG3	0.035	1	0.943114775	0.996796277	0.966684828	0.943114775	-0.894858981	1.894858981	36870332688	3337	0.328509413
3233	3301	2972	3223	1716	SDHA	P31040;P31040-2;P31040-3	P31040;P31040-2;P31040-3	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"	SDHA	"sp|P31040|SDHA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2;sp|P31040-2|SDHA_HUMAN Isoform 2 of Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sap"	0	11	3	4	12	6	4	14	8	3	3	-1.207520347	-0.219244397	0.816229666	-0.036957974	0.381449669	1.287880614	-0.517724516	0.147382328	1.216967689	1.564237402	0.722642505	2.202462452	0.508181146	0.020201559	2.634513422	1.113601395	0.31329825	2.716602131	4.48934236	3.162896128	4.143501776	11.79574026	4.143501776	2.716602131	9.079138132	11.79574026	65	0.54	7.306397903																1716	SDHA	-0.657	1	0.980836103	0.992766417	0.997133347	0.980836103	-0.817397144	1.817397144	31619473557	3224	0.66917287
698	969	653	814	2291	SEC13	P55735;P55735-2;P55735-4;P55735-3	P55735;P55735-2;P55735-4;P55735-3	Protein SEC13 homolog	SEC13	sp|P55735|SEC13_HUMAN Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3;sp|P55735-2|SEC13_HUMAN Isoform 2 of Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13;sp|P55735-4|SEC13_HUMAN Isoform 4 of Protein SEC13 homolog OS=Homo sapiens OX	0	11	11	12	6	9	13	9	15	13	6	-0.101546037	0.096021871	-0.155755958	0.549904119	0.132889829	-0.092598164	0.246715126	0.293531994	-0.052385068	0.458263093	0.407376237	1.230476828	0.078680946	0.268761399	1.254034644	0.349161752	0.167148585	1.447249374	2.096116159	1.601476989	1.963559711	5.661152859	1.963559711	1.447249374	4.213903485	5.661152859	99	0.70	3.5650367																2291	SEC13	-0.023	1	0.035551226	0.754343093	0.682883218	0.035551226	0.673026029	0.326973971	515064198.5	813	0.528336135
194	82	702	605	290	SEC16A	O15027-2;O15027-4;O15027-3;O15027;O15027-5	O15027-2;O15027-4;O15027-3;O15027;O15027-5	Protein transport protein Sec16A	SEC16A	sp|O15027-2|SC16A_HUMAN Isoform 2 of Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A;sp|O15027-4|SC16A_HUMAN Isoform 4 of Protein transport protein Sec16A OS=Homo sapiens OX=9606 GN=SEC16A;sp|O15027-3|SC16A_HUMAN Isoform 3 of Protein tra	0	8	5	8	4	8	9	6	5	4	4	0.006959627	0.249407934	-0.922766464	1.01793617	0.735521399	-0.584251349	0.645192546	1.075780293	-0.43300489	0.349757428	0.253990175	0.463466323	0.546712997	0.333870171	0.762381459	0.049315667	0.615099715	1.066629552	1.067213925	1.642964628	1.731044934	4.441223487	1.642964628	1.066629552	3.374593935	4.441223487	57	0.48	2.710178553																290	SEC16A	-0.097	1	0.934814526	0.996516905	0.90194331	0.90194331	0.873506008	0.126493992	34826220.88	226	0.877068176
1789	591	2800	1596	671	SEC22B	O75396	O75396	Vesicle-trafficking protein SEC22b	SEC22B	sp|O75396|SC22B_HUMAN Vesicle-trafficking protein SEC22b OS=Homo sapiens OX=9606 GN=SEC22B PE=1 SV=4	0	5	6	8	7	2	3	6	5	4	2	-0.075033106	0.159978608	-0.260871303	-0.576118182	0.11946048	0.282449213	-0.151776156	-0.378581742	-0.556247694	0.431750161	0.343419501	1.125361484	1.047341355	0.282190748	1.629082022	0.747653034	0.83926232	0.943386748	1.900531145	2.958614125	2.530302102	7.389447372	2.530302102	1.629082022	5.760365351	7.389447372	46	0.38	4.430833248																671	SEC22B	-0.226	1	-0.112093472	0.3766832	-0.962727755	-0.962727755	0.064377038	0.935622962	2641060801	1466	0.659829917
1319	2019	935	1373	3304	SEC23A	Q15436;Q15436-2	Q15436;Q15436-2	Protein transport protein Sec23A	SEC23A	sp|Q15436|SC23A_HUMAN Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A PE=1 SV=2;sp|Q15436-2|SC23A_HUMAN Isoform 2 of Protein transport protein Sec23A OS=Homo sapiens OX=9606 GN=SEC23A	0	4	7	7	8	11	6	6	9	8	4	-0.335477477	-0.288456512	-0.343526046	0.06711915	0.295761544	-0.004460414	0.128964654	0.08722613	0.070706946	0.692194532	0.791854621	1.04270674	0.404104023	0.105889684	1.342172394	0.466912224	0.373454448	1.570341388	2.526755893	1.852166101	2.41070806	6.789630055	2.41070806	1.570341388	5.219288666	6.789630055	66	0.55	4.262874161																3304	SEC23A	-0.109	1	0.995532878	-0.108985197	-0.014645233	-0.108985197	0.18885786	0.81114214	2591901346	1450	0.655896969
639	243	1063	911	3305	SEC23B	Q15437	Q15437	Protein transport protein Sec23B	SEC23B	sp|Q15437|SC23B_HUMAN Protein transport protein Sec23B OS=Homo sapiens OX=9606 GN=SEC23B PE=1 SV=2	0	14	7	12	15	11	13	11	11	8	7	0.313078834	0.160176152	-0.231622553	0.083442703	0.053513954	-0.142659021	0.11216908	0.245007916	-0.142778984	0.043638222	0.343221957	1.154610234	0.387780469	0.348137274	1.203973787	0.483707798	0.215672662	1.356855458	1.541470412	1.93989153	2.056235918	5.53759786	1.93989153	1.356855458	4.180742402	5.53759786	102	0.71	3.481361942																3305	SEC23B	-0.098	1	0.988249903	0.81425082	0.893412853	0.81425082	0.878211575	0.121788425	235319499.6	595	0.6359399
1514	2144	941	1735	7688	SEC23IP	Q9Y6Y8;Q9Y6Y8-2	Q9Y6Y8;Q9Y6Y8-2	SEC23-interacting protein	SEC23IP	sp|Q9Y6Y8|S23IP_HUMAN SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1;sp|Q9Y6Y8-2|S23IP_HUMAN Isoform 2 of SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP	0	6	6	7	7	5	7	6	4	6	4	-0.075727655	-0.670476921	-0.403512763	0.102144625	0.137876961	-0.122991459	0.148920427	-0.185359283	0.010172278	0.432444711	1.17387503	0.982720023	0.369078548	0.263774267	1.223641349	0.446956451	0.646039861	1.50980672	2.589039763	1.856494164	2.602803033	7.04833696	2.589039763	1.50980672	5.53853024	7.04833696	54	0.46	4.445533927																7688	SEC23IP	-0.103	1	-0.067638313	0.987742367	-0.222544732	-0.222544732	0.137527968	0.862472032	3500369441	1623	0.716317368
752	349	1884	535	898	SEC24B	O95487-2;O95487;O95487-3	O95487-2;O95487;O95487-3	Protein transport protein Sec24B	SEC24B	sp|O95487-2|SC24B_HUMAN Isoform 2 of Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B;sp|O95487|SC24B_HUMAN Protein transport protein Sec24B OS=Homo sapiens OX=9606 GN=SEC24B PE=1 SV=2;sp|O95487-3|SC24B_HUMAN Isoform 3 of Protein transpor	0	3	6	6	5	6	3	5	6	6	3	0.539483054	-0.018698333	-0.392251747	-0.005853524	-0.284030185	-0.122991459	0.268846159	0.237998639	-0.368168741	0.182765999	0.522096442	0.993981039	0.477076697	0.685681413	1.223641349	0.327030719	0.222681939	1.131465701	1.69884348	2.386399458	1.68117836	5.766421298	1.69884348	1.223641349	4.542779949	5.766421298	46	0.38	3.38002184																898	SEC24B	-0.038	1	0.51982328	0.828396802	-0.047894457	-0.047894457	0.659937523	0.340062477	351771061	697	0.961934536
692	457	971	817	2236	SEC24C	P53992;P53992-2	P53992	Protein transport protein Sec24C	SEC24C	sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens OX=9606 GN=SEC24C PE=1 SV=3	0	5	3	6	3	3	6	5	8	5	3	0.173929519	0.036146915	-0.236153763	0.18257236	0.038600763	-0.119896268	0.302360336	0.217175454	-0.069040654	0.182787537	0.467251194	1.150079023	0.288650813	0.363050465	1.22673654	0.293516543	0.243505124	1.430593788	1.800117754	1.878437818	1.967615455	5.646171027	1.878437818	1.430593788	4.215577239	5.646171027	44	0.36	3.678555572																2236	SEC24C	-0.052	1	0.987314704	0.993311679	0.962378383	0.962378383	0.857031855	0.142968145	362541299.8	707	0.816757109
892	538	834	1361	796	SEC24D	O94855;O94855-2	O94855;O94855-2	Protein transport protein Sec24D	SEC24D	sp|O94855|SC24D_HUMAN Protein transport protein Sec24D OS=Homo sapiens OX=9606 GN=SEC24D PE=1 SV=2;sp|O94855-2|SC24D_HUMAN Isoform 2 of Protein transport protein Sec24D OS=Homo sapiens OX=9606 GN=SEC24D	0	1	5	7	7	6	6	5	5	5	1	0.180536701	-0.194196242	-0.401290526	0.200552122	0.261466708	0.009740062	0.125989878	0.164829884	0.139395077	0.176180355	0.69759435	0.984942261	0.270671051	0.14018452	1.356372871	0.469887	0.295850695	1.639029519	1.858716966	1.767228441	2.404767214	6.030712621	1.858716966	1.639029519	4.391683101	6.030712621	47	0.39	3.625945407																796	SEC24D	-0.015	1	0.603843327	-0.489477247	0.399519079	-0.489477247	0.44683066	0.55316934	610669812.9	863	0.910839462
1049	406	1114	1765	822	SEC31A	O94979-3;O94979-9;O94979-2;O94979;O94979-8;O94979-6;O94979-10;O94979-4;O94979-7;O94979-5	O94979-3;O94979-9;O94979-2;O94979;O94979-8;O94979-6;O94979-10;O94979-4;O94979-7;O94979-5	Protein transport protein Sec31A	SEC31A	sp|O94979-3|SC31A_HUMAN Isoform 3 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A;sp|O94979-9|SC31A_HUMAN Isoform 9 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A;sp|O94979-2|SC31A_HUMAN Isoform 2 of Protein tra	0	4	14	8	15	14	6	5	14	8	4	-0.159511745	0.2163519	-0.431772449	0.09320204	0.1703403	0.020512888	-0.333416925	0.366420481	0.093620988	0.5162288	0.287046209	0.954460337	0.378021133	0.231310928	1.367145696	0.929293804	0.094260098	1.59325543	1.757735346	1.976477758	2.616809331	6.351022435	1.976477758	1.59325543	4.757767005	6.351022435	88	0.66	3.734213104																822	SEC31A	-0.146	1	0.99719733	0.469800373	0.40243786	0.40243786	0.288913511	0.711086489	798281260.4	953	0.409479633
2984	1927	3142	3013	2407	SEC61A1	P61619;P61619-3	P61619;P61619-3	Protein transport protein Sec61 subunit alpha isoform 1	SEC61A1	sp|P61619|S61A1_HUMAN Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=2;sp|P61619-3|S61A1_HUMAN Isoform 3 of Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1	0	5	2	4	5	1	5	2	6	2	1	-0.449357898	0.135070154	-0.069055381	-1.037517153	0.257756707	0.574034822	-0.740043091	-0.566909277	-0.41497012	0.806074953	0.368327955	1.317177405	1.508740326	0.143894521	1.92066763	1.33591997	1.027589855	1.084664322	2.491580314	3.573302477	3.448174148	9.513056938	3.448174148	1.92066763	7.592389308	9.513056938	32	0.22	5.939754461																2407	SEC61A1	-0.226	1	0.858964144	0.669504395	0.955424562	0.669504395	-0.411804317	1.411804317	18242612242	2857	0.278452897
2944	2470	3188	2236	2351	SEC61B	P60468	P60468	Protein transport protein Sec61 subunit beta	SEC61B	sp|P60468|SC61B_HUMAN Protein transport protein Sec61 subunit beta OS=Homo sapiens OX=9606 GN=SEC61B PE=1 SV=2	0	4	4	4	3	4	5	3	3	4	3	-0.266719593	0.284384072	0.538052936	-0.890421762	-0.135235724	0.521656655	-0.325309309	-0.055133793	-0.117888102	0.623436649	0.219014036	1.924285723	1.361644935	0.536886952	1.868289463	0.921186187	0.515814372	1.38174634	2.766736407	3.76682135	2.818746899	9.352304656	2.818746899	1.924285723	7.428018934	9.352304656	34	0.24	5.585483306																2351	SEC61B	-0.205	1	0.985574282	0.859174242	0.760181035	0.760181035	-0.58595709	1.58595709	17607068961	2838	0.671206386
3004	2528	3210	2352	5695	SEC62	Q99442	Q99442	Translocation protein SEC62	SEC62	sp|Q99442|SEC62_HUMAN Translocation protein SEC62 OS=Homo sapiens OX=9606 GN=SEC62 PE=1 SV=1	0.00016675	3	2	1	3	2	1	1	1	1	1	-0.311692096	0.582421928	0.679752266	-0.83097381	-0.146121947	0.694202739	-0.270431458	-0.060773994	-0.007803575	0.668409151	0.079023819	2.065985053	1.302196983	0.547773175	2.040835547	0.866308336	0.521454572	1.491830867	2.813418024	3.890805704	2.879593776	9.583817503	2.879593776	2.065985053	7.51783245	9.583817503	15	0.03	5.693011799																5695	SEC62	-0.469	1	0.8808151	0.994730621	0.924714392	0.8808151	-0.580738709	1.580738709	19086197760	2888	0.077096733
2534	2026	2509	2728	5367	SEH1L	Q96EE3;Q96EE3-1	Q96EE3;Q96EE3-1	Nucleoporin SEH1	SEH1L	sp|Q96EE3|SEH1_HUMAN Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L PE=1 SV=3;sp|Q96EE3-1|SEH1_HUMAN Isoform B of Nucleoporin SEH1 OS=Homo sapiens OX=9606 GN=SEH1L	0	9	7	6	11	7	6	3	8	8	3	0.009253868	0.272616313	0.565295147	-0.303938106	0.16533231	0.369098122	-0.091525711	0.159275298	0.617475314	0.347463187	0.230781796	1.951527933	0.775161279	0.236318918	1.71573093	0.68740259	0.30140528	2.117109756	2.529772916	2.727211127	3.105917626	8.362901669	2.727211127	2.117109756	6.245791913	8.362901669	65	0.54	5.256984043																5367	SEH1L	-0.105	1	0.967822486	0.990646705	0.924434244	0.924434244	-0.815589887	1.815589887	13867062352	2639	0.170179608
47	62	74	148	1317	SELL	P14151;P14151-2	P14151;P14151-2	L-selectin	SELL	sp|P14151|LYAM1_HUMAN L-selectin OS=Homo sapiens OX=9606 GN=SELL PE=1 SV=2;sp|P14151-2|LYAM1_HUMAN Isoform 2 of L-selectin OS=Homo sapiens OX=9606 GN=SELL	0	8	3	2	3	5	5	4	4	5	2	0.819164054	0.944921031	-1.420533327	1.219247076	0.422347347	-1.150464424	1.013982637	-0.056094387	-1.178661238	0.462446998	0.441522922	0.03430054	0.748023903	0.020696119	0.196168384	0.418105759	0.516774965	0.320973203	0.938270461	0.964888407	1.255853927	3.159012795	0.964888407	0.748023903	2.410988891	3.159012795	39	0.30	1.903158868																1317	SELL	0.261	1	0.927163845	0.848822723	0.985070028	0.848822723	0.938809982	0.061190018	679024.5778	51	0.577811881
383	203	1176	405	3108	SELPLG	Q14242;Q14242-2	Q14242;Q14242-2	P-selectin glycoprotein ligand 1	SELPLG	sp|Q14242|SELPL_HUMAN P-selectin glycoprotein ligand 1 OS=Homo sapiens OX=9606 GN=SELPLG PE=1 SV=1;sp|Q14242-2|SELPL_HUMAN Isoform 2 of P-selectin glycoprotein ligand 1 OS=Homo sapiens OX=9606 GN=SELPLG	0	4	9	8	7	6	6	5	5	9	4	1.107209456	0.365546793	-0.802057928	1.446739488	0.002891448	-0.703824035	1.297395165	0.19604731	-0.908502323	0.7504924	0.137851316	0.584174858	0.975516315	0.39875978	0.642808773	0.701518286	0.264633268	0.591132119	1.472518574	2.017084869	1.557283673	5.046887117	1.557283673	0.975516315	4.071370802	5.046887117	59	0.50	3.029802248																3108	SELPLG	0.8	1	0.948139221	0.99191351	0.980812928	0.948139221	0.852218497	0.147781503	96684840.99	369	0.986930756
1550	2848	497	1612	6273	SEMA4A	Q9H3S1;Q9H3S1-2	Q9H3S1;Q9H3S1-2	Semaphorin-4A	SEMA4A	sp|Q9H3S1|SEM4A_HUMAN Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2;sp|Q9H3S1-2|SEM4A_HUMAN Isoform 2 of Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A	0	3	7	6	6	4	6	4	8	8	3	2.086974828	0.29964765	-0.22850019	0.399698161	0.033402376	-0.320119983	-0.314819745	-0.574862856	-0.905772925	1.730257773	0.203750459	1.157732596	0.071525012	0.368248852	1.026512825	0.910696623	1.035543434	0.593861517	3.091740828	1.466286689	2.540101574	7.098129091	2.540101574	1.730257773	5.367871318	7.098129091	52	0.44	4.006388263																6273	SEMA4A	0.425	1	0.957098851	0.931111411	0.99685183	0.931111411	0.434152193	0.565847807	2281715073	1384	0.799099803
846	762	784	1076	5145	SEMA4D	Q92854;Q92854-2	Q92854	Semaphorin-4D	SEMA4D	sp|Q92854|SEM4D_HUMAN Semaphorin-4D OS=Homo sapiens OX=9606 GN=SEMA4D PE=1 SV=1	0	4	5	7	5	7	8	4	11	6	4	0.010563227	0.410579332	0.170193524	0.062492719	0.067568364	-0.368458259	-0.033595888	-0.096789388	-0.479737625	0.346153828	0.092818777	1.55642631	0.408730454	0.334082864	0.978174549	0.629472767	0.557469966	1.019896817	1.995398915	1.720987867	2.20683955	5.923226332	1.995398915	1.55642631	4.366800022	5.923226332	57	0.48	3.716386783																5145	SEMA4D	0.274	1	0.125837591	-0.015225538	0.990019917	-0.015225538	0.565196973	0.434803027	642811008.7	884	0.732354534
3138	3145	2986	3052	2082	SEPHS1	P49903;P49903-2;P49903-4;P49903-3	P49903;P49903-2;P49903-4;P49903-3	"Selenide, water dikinase 1"	SEPHS1	"sp|P49903|SPS1_HUMAN Selenide, water dikinase 1 OS=Homo sapiens OX=9606 GN=SEPHS1 PE=1 SV=2;sp|P49903-2|SPS1_HUMAN Isoform 2 of Selenide, water dikinase 1 OS=Homo sapiens OX=9606 GN=SEPHS1;sp|P49903-4|SPS1_HUMAN Isoform 4 of Selenide, water dikinase 1 OS=H"	0	7	6	4	5	10	3	9	8	6	3	-0.283871785	-0.425313192	0.645409192	-0.112568402	-0.101408644	0.763102178	-0.205506067	-0.395272528	0.363412096	0.64058884	0.928711301	2.031641979	0.583791574	0.503059872	2.109734986	0.801382946	0.855953106	1.863046538	3.600942119	3.196586432	3.520382591	10.31791114	3.520382591	2.109734986	8.208176157	10.31791114	58	0.49	6.716969023																2082	SEPHS1	-0.287	1	0.991169639	0.992710946	0.967964055	0.967964055	-0.931002683	1.931002683	28661240440	3174	0.247398292
2817	2510	2657	2962	5049	SEPT1	Q8WYJ6;Q8WYJ6-2;O43236-6	Q8WYJ6;Q8WYJ6-2	Septin-1	SEPT1	sp|Q8WYJ6|SEPT1_HUMAN Septin-1 OS=Homo sapiens OX=9606 GN=SEPTIN1 PE=1 SV=2;sp|Q8WYJ6-2|SEPT1_HUMAN Isoform 2 of Septin-1 OS=Homo sapiens OX=9606 GN=SEPTIN1	0	25	28	25	26	26	20	23	30	19	19	-0.036887913	0.002462659	0.514166792	-0.208365276	-0.052302109	0.35417472	-0.117713689	-0.025100626	0.656919991	0.393604969	0.50093545	1.900399578	0.679588448	0.453953337	1.700807528	0.713590568	0.485781205	2.156554433	2.794939997	2.834349313	3.355926206	8.985215515	2.834349313	2.156554433	6.828661082	8.985215515	222	0.91	5.629289309																5049	SEPT1	-0.008	1	0.978447496	0.998958857	0.986849168	0.978447496	-0.958964796	1.958964796	19753785340	2910	0.03674075
