Obs ID (Primary)	Obs ID ($ClassID)	Obs ID (Lead gene name)	Obs ID (Protein names)	Obs ID (Gene names)	Obs ID (Fasta headers)	Obs ID (Obs. Sec. ID:5)	Obs ID (Annotation Organelles)	Obs ID (Min Ratio count)	Class	M1.t[1]	M1.t[2]
3026		TSTA3	GDP-L-fucose synthase	TSTA3	sp|Q13630|FCL_HUMAN GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1			5	---	-0.387627	-0.43898
1775		MPI	Mannose-6-phosphate isomerase	MPI	sp|P34949|MPI_HUMAN Mannose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=MPI PE=1 SV=2;sp|P34949-2|MPI_HUMAN Isoform 2 of Mannose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=MPI			2	---	-0.359017	-0.991275
338		PMM2	Phosphomannomutase 2	PMM2	sp|O15305|PMM2_HUMAN Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1			3	---	0.282835	0.181956
1533		TCEA1	Transcription elongation factor A protein 1	TCEA1	sp|P23193|TCEA1_HUMAN Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1 PE=1 SV=2;sp|P23193-2|TCEA1_HUMAN Isoform 2 of Transcription elongation factor A protein 1 OS=Homo sapiens OX=9606 GN=TCEA1			4	---	-0.0378557	0.278194
976		MOCS2	Molybdopterin synthase sulfur carrier subunit	MOCS2	sp|O96033|MOC2A_HUMAN Molybdopterin synthase sulfur carrier subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1			1	---	-0.8328	-2.30138
2006		PSMD8	26S proteasome non-ATPase regulatory subunit 8	PSMD8	sp|P48556|PSMD8_HUMAN 26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMD8 PE=1 SV=2			7	---	-0.89909	0.226781
1138		HSP90AB1	Heat shock protein HSP 90-beta	HSP90AB1	sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4			55	---	-0.0754645	-0.0422943
7496		TMED3	Transmembrane emp24 domain-containing protein 3	TMED3	sp|Q9Y3Q3|TMED3_HUMAN Transmembrane emp24 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TMED3 PE=1 SV=1;sp|Q9Y3Q3-2|TMED3_HUMAN Isoform 2 of Transmembrane emp24 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TMED3			3	---	1.1754	-0.538383
1794		SPR	Sepiapterin reductase	SPR	sp|P35270|SPRE_HUMAN Sepiapterin reductase OS=Homo sapiens OX=9606 GN=SPR PE=1 SV=1			3	---	-0.885702	-1.43728
126		PSMD11	26S proteasome non-ATPase regulatory subunit 11	PSMD11	sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3;sp|O00231-2|PSD11_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11			13	---	-0.101491	0.24304
2009		CCT5	T-complex protein 1 subunit epsilon	CCT5	sp|P48643|TCPE_HUMAN T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1;sp|P48643-2|TCPE_HUMAN Isoform 2 of T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5			40	---	-0.716086	0.0143595
4630		ARFGAP2	ADP-ribosylation factor GTPase-activating protein 2	ARFGAP2	sp|Q8N6H7|ARFG2_HUMAN ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2 PE=1 SV=1;sp|Q8N6H7-2|ARFG2_HUMAN Isoform 2 of ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens OX=9606 GN=ARFGAP2;sp|Q8N6H7-3|A			2	---	-0.158014	-0.579262
41		PGP	Phosphoglycolate phosphatase	PGP	sp|A6NDG6|PGP_HUMAN Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1			3	---	-0.409879	-1.21648
1536		TUBG1	Tubulin gamma-1 chain;Tubulin gamma-2 chain	TUBG1;TUBG2	sp|P23258|TBG1_HUMAN Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2;sp|Q9NRH3|TBG2_HUMAN Tubulin gamma-2 chain OS=Homo sapiens OX=9606 GN=TUBG2 PE=2 SV=1			6	---	-0.621192	0.162792
2434		PSMC1	26S protease regulatory subunit 4	PSMC1	sp|P62191|PRS4_HUMAN 26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1;sp|P62191-2|PRS4_HUMAN Isoform 2 of 26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1			9	---	-0.333372	0.214605
1865		CCT6A	T-complex protein 1 subunit zeta	CCT6A	sp|P40227|TCPZ_HUMAN T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3;sp|P40227-2|TCPZ_HUMAN Isoform 2 of T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A			27	---	-0.775245	-0.183069
5719		PIK3R4	Phosphoinositide 3-kinase regulatory subunit 4	PIK3R4	sp|Q99570|PI3R4_HUMAN Phosphoinositide 3-kinase regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PIK3R4 PE=1 SV=3			6	---	-0.171157	0.087803
7450		SH3GLB1	Endophilin-B1	SH3GLB1	sp|Q9Y371|SHLB1_HUMAN Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1 PE=1 SV=1;sp|Q9Y371-2|SHLB1_HUMAN Isoform 2 of Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1;sp|Q9Y371-3|SHLB1_HUMAN Isoform 3 of Endophilin-B1 OS=Homo sapiens OX=9606 GN=SH3GLB1			3	---	-0.113397	-0.254785
1081		CDK1	Cyclin-dependent kinase 1	CDK1	sp|P06493|CDK1_HUMAN Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1 PE=1 SV=3;sp|P06493-2|CDK1_HUMAN Isoform 2 of Cyclin-dependent kinase 1 OS=Homo sapiens OX=9606 GN=CDK1			19	---	-0.278224	-1.36568
2818		BST2	Bone marrow stromal antigen 2	BST2	sp|Q10589|BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2 PE=1 SV=1;sp|Q10589-2|BST2_HUMAN Isoform 2 of Bone marrow stromal antigen 2 OS=Homo sapiens OX=9606 GN=BST2			2	---	-0.0531932	-1.53322
2037		CCT3	T-complex protein 1 subunit gamma	CCT3	sp|P49368|TCPG_HUMAN T-complex protein 1 subunit gamma OS=Homo sapiens OX=9606 GN=CCT3 PE=1 SV=4			51	---	-0.759912	-0.12288
1768		SHMT1	Serine hydroxymethyltransferase, cytosolic	SHMT1	sp|P34896-2|GLYC_HUMAN Isoform 2 of Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1;sp|P34896|GLYC_HUMAN Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1;sp|P34896-3|GLYC_HUMAN Isoform 3 of S			10	---	-0.225497	-0.506979
1812		PPM1A	Protein phosphatase 1A	PPM1A	sp|P35813-3|PPM1A_HUMAN Isoform 3 of Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A;sp|P35813|PPM1A_HUMAN Protein phosphatase 1A OS=Homo sapiens OX=9606 GN=PPM1A PE=1 SV=1;sp|P35813-2|PPM1A_HUMAN Isoform Alpha-2 of Protein phosphatase 1A OS=Homo s			8	---	-0.00501553	-0.59207
6042		CHMP4A	Charged multivesicular body protein 4a	CHMP4A	sp|Q9BY43|CHM4A_HUMAN Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A PE=1 SV=3;sp|Q9BY43-2|CHM4A_HUMAN Isoform 2 of Charged multivesicular body protein 4a OS=Homo sapiens OX=9606 GN=CHMP4A			4	---	1.11683	-0.131491
2237		SUB1	Activated RNA polymerase II transcriptional coactivator p15	SUB1	sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3			4	---	-0.575515	-0.470755
7495		RABGAP1	Rab GTPase-activating protein 1	RABGAP1	sp|Q9Y3P9|RBGP1_HUMAN Rab GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=RABGAP1 PE=1 SV=3			6	---	-0.157596	-1.25113
5795		GRWD1	Glutamate-rich WD repeat-containing protein 1	GRWD1	sp|Q9BQ67|GRWD1_HUMAN Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=GRWD1 PE=1 SV=1			3	---	-0.751872	-0.0683602
888		AHSA1	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1	sp|O95433|AHSA1_HUMAN Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1;sp|O95433-2|AHSA1_HUMAN Isoform 2 of Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1			15	---	-0.619075	-0.154614
1440		LIG1	DNA ligase 1	LIG1	sp|P18858|DNLI1_HUMAN DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1 PE=1 SV=1;sp|P18858-2|DNLI1_HUMAN Isoform 2 of DNA ligase 1 OS=Homo sapiens OX=9606 GN=LIG1			10	---	-1.29058	-0.542561
1695		PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	PPP2R1B	sp|P30154|2AAB_HUMAN Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform OS=Homo sapiens OX=9606 GN=PPP2R1B PE=1 SV=3;sp|P30154-2|2AAB_HUMAN Isoform 2 of Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta			8	---	0.281976	-0.318472
6672		SMC4	Structural maintenance of chromosomes protein 4	SMC4	sp|Q9NTJ3|SMC4_HUMAN Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4 PE=1 SV=2;sp|Q9NTJ3-2|SMC4_HUMAN Isoform 2 of Structural maintenance of chromosomes protein 4 OS=Homo sapiens OX=9606 GN=SMC4			23	---	-0.724309	-0.735955
5690		MYCBP	C-Myc-binding protein	MYCBP	sp|Q99417|MYCBP_HUMAN c-Myc-binding protein OS=Homo sapiens OX=9606 GN=MYCBP PE=1 SV=3			1	---	-0.0337021	-1.05289
1992		PREP	Prolyl endopeptidase	PREP	sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens OX=9606 GN=PREP PE=1 SV=2			21	---	-0.249904	-0.341797
548		BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	BUB1B	sp|O60566-3|BUB1B_HUMAN Isoform 3 of Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B;sp|O60566|BUB1B_HUMAN Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens OX=9606 GN=BUB1B PE=1 SV=3			5	---	-0.278195	-1.36853
7474		PPIL1	Peptidyl-prolyl cis-trans isomerase-like 1	PPIL1	sp|Q9Y3C6|PPIL1_HUMAN Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1			1	---	-0.851601	-0.579694
2747		PSME1	Proteasome activator complex subunit 1	PSME1	sp|Q06323|PSME1_HUMAN Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1 PE=1 SV=1;sp|Q06323-3|PSME1_HUMAN Isoform 3 of Proteasome activator complex subunit 1 OS=Homo sapiens OX=9606 GN=PSME1;sp|Q06323-2|PSME1_HUMAN Isoform 2 of Protea			13	---	-0.925345	-0.700986
169		PSMD14	26S proteasome non-ATPase regulatory subunit 14	PSMD14	sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1			4	---	-0.781073	0.0507259
6422		ELP3	Elongator complex protein 3	ELP3	sp|Q9H9T3-2|ELP3_HUMAN Isoform 2 of Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3;sp|Q9H9T3|ELP3_HUMAN Elongator complex protein 3 OS=Homo sapiens OX=9606 GN=ELP3 PE=1 SV=2;sp|Q9H9T3-4|ELP3_HUMAN Isoform 3 of Elongator complex protein 3 OS=Ho			6	---	-0.784012	-0.107442
4993		NUDCD2	NudC domain-containing protein 2	NUDCD2	sp|Q8WVJ2|NUDC2_HUMAN NudC domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NUDCD2 PE=1 SV=1			1	---	-0.00204308	-0.228084
3347		HERC1	Probable E3 ubiquitin-protein ligase HERC1	HERC1	sp|Q15751|HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2			1	---	-0.0820289	0.0433104
3128		HLTF	Helicase-like transcription factor	HLTF	sp|Q14527|HLTF_HUMAN Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2;sp|Q14527-2|HLTF_HUMAN Isoform 2 of Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF			2	---	-0.71866	-2.23657
2744		PPAT	Amidophosphoribosyltransferase	PPAT	sp|Q06203|PUR1_HUMAN Amidophosphoribosyltransferase OS=Homo sapiens OX=9606 GN=PPAT PE=1 SV=1			12	---	-0.592053	-0.854424
7002		COMMD3	COMM domain-containing protein 3	COMMD3	sp|Q9UBI1|COMD3_HUMAN COMM domain-containing protein 3 OS=Homo sapiens OX=9606 GN=COMMD3 PE=1 SV=1			3	---	-0.732201	-0.915202
5432		PDXP	Pyridoxal phosphate phosphatase	PDXP	sp|Q96GD0|PLPP_HUMAN Pyridoxal phosphate phosphatase OS=Homo sapiens OX=9606 GN=PDXP PE=1 SV=2			2	---	-0.649142	-1.13541
4511		XRN1	5-3 exoribonuclease 1	XRN1	sp|Q8IZH2|XRN1_HUMAN 5-3 exoribonuclease 1 OS=Homo sapiens OX=9606 GN=XRN1 PE=1 SV=1;sp|Q8IZH2-2|XRN1_HUMAN Isoform 2 of 5-3 exoribonuclease 1 OS=Homo sapiens OX=9606 GN=XRN1			8	---	-0.345805	0.0366252
6275		PTPN23	Tyrosine-protein phosphatase non-receptor type 23	PTPN23	sp|Q9H3S7|PTN23_HUMAN Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens OX=9606 GN=PTPN23 PE=1 SV=1			12	---	0.13794	-0.402628
7658		IKBKG	NF-kappa-B essential modulator	IKBKG	sp|Q9Y6K9-2|NEMO_HUMAN Isoform 2 of NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG;sp|Q9Y6K9|NEMO_HUMAN NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG PE=1 SV=2;sp|Q9Y6K9-3|NEMO_HUMAN Isoform 3 of NF-kappa-B essential modu			5	---	-1.03719	-0.379536
4505		ALDH16A1	Aldehyde dehydrogenase family 16 member A1	ALDH16A1	sp|Q8IZ83|A16A1_HUMAN Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens OX=9606 GN=ALDH16A1 PE=1 SV=2;sp|Q8IZ83-3|A16A1_HUMAN Isoform 3 of Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens OX=9606 GN=ALDH16A1			7	---	0.528436	0.0980687
3287		TCEB2	Transcription elongation factor B polypeptide 2	TCEB2	sp|Q15370|ELOB_HUMAN Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1;sp|Q15370-2|ELOB_HUMAN Isoform 2 of Elongin-B OS=Homo sapiens OX=9606 GN=ELOB			6	---	-0.721847	-0.428425
2064		TMED10	Transmembrane emp24 domain-containing protein 10	TMED10	sp|P49755|TMEDA_HUMAN Transmembrane emp24 domain-containing protein 10 OS=Homo sapiens OX=9606 GN=TMED10 PE=1 SV=2			3	---	-0.244179	0.0523432
1905		EPS15	Epidermal growth factor receptor substrate 15	EPS15	sp|P42566|EPS15_HUMAN Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15 PE=1 SV=2;sp|P42566-2|EPS15_HUMAN Isoform 2 of Epidermal growth factor receptor substrate 15 OS=Homo sapiens OX=9606 GN=EPS15			7	---	-0.290609	-1.06985
2284		CASP6	Caspase-6;Caspase-6 subunit p18;Caspase-6 subunit p11	CASP6	sp|P55212|CASP6_HUMAN Caspase-6 OS=Homo sapiens OX=9606 GN=CASP6 PE=1 SV=2			3	---	-0.441529	-0.566398
6158		UBA5	Ubiquitin-like modifier-activating enzyme 5	UBA5	sp|Q9GZZ9|UBA5_HUMAN Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens OX=9606 GN=UBA5 PE=1 SV=1;sp|Q9GZZ9-2|UBA5_HUMAN Isoform 2 of Ubiquitin-like modifier-activating enzyme 5 OS=Homo sapiens OX=9606 GN=UBA5			5	---	-0.269725	-1.09861
2714		RELA	Transcription factor p65	RELA	sp|Q04206|TF65_HUMAN Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA PE=1 SV=2;sp|Q04206-3|TF65_HUMAN Isoform 3 of Transcription factor p65 OS=Homo sapiens OX=9606 GN=RELA;sp|Q04206-2|TF65_HUMAN Isoform 2 of Transcription factor p65 OS=Homo sapien			7	---	-0.616974	-0.264259
5375		KTI12	Protein KTI12 homolog	KTI12	sp|Q96EK9|KTI12_HUMAN Protein KTI12 homolog OS=Homo sapiens OX=9606 GN=KTI12 PE=1 SV=1			2	---	-0.13761	-0.814438
3382		PSMD5	26S proteasome non-ATPase regulatory subunit 5	PSMD5	sp|Q16401-2|PSMD5_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5;sp|Q16401|PSMD5_HUMAN 26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3			12	---	-0.462533	-0.511155
265		IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	IKBKB	sp|O14920|IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens OX=9606 GN=IKBKB PE=1 SV=1;sp|O14920-4|IKKB_HUMAN Isoform 4 of Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens OX=9606 GN=IKBKB;sp|O14920-2			2	---	-0.0796894	-1.31078
5438		FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A	FAHD2A	sp|Q96GK7|FAH2A_HUMAN Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Homo sapiens OX=9606 GN=FAHD2A PE=1 SV=1			3	---	-1.07485	-0.74619
2110		KNTC1	Kinetochore-associated protein 1	KNTC1	sp|P50748|KNTC1_HUMAN Kinetochore-associated protein 1 OS=Homo sapiens OX=9606 GN=KNTC1 PE=1 SV=1			5	---	-0.301755	-0.624599
6503		GPN1	GPN-loop GTPase 1	GPN1	sp|Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1;sp|Q9HCN4-4|GPN1_HUMAN Isoform 4 of GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1;sp|Q9HCN4-5|GPN1_HUMAN Isoform 5 of GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1;sp|			2	---	-1.21304	-1.13779
3235		ACAP2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	ACAP2	sp|Q15057|ACAP2_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3			7	---	-0.560983	-0.105885
1117		HSP90AA1	Heat shock protein HSP 90-alpha	HSP90AA1	sp|P07900-2|HS90A_HUMAN Isoform 2 of Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1;sp|P07900|HS90A_HUMAN Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5			83	---	-0.615187	-0.664598
1549		AHCY	Adenosylhomocysteinase	AHCY	sp|P23526|SAHH_HUMAN Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4;sp|P23526-2|SAHH_HUMAN Isoform 2 of Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY			17	---	-0.583183	-0.524995
3022		CUL4A	Cullin-4A	CUL4A	sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3;sp|Q13619-2|CUL4A_HUMAN Isoform 2 of Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A			12	---	-0.41584	-0.367165
6627		AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASDHPPT	sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2			6	---	-0.164484	-0.30254
4999		SCFD1	Sec1 family domain-containing protein 1	SCFD1	sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4;sp|Q8WVM8-2|SCFD1_HUMAN Isoform 2 of Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1;sp|Q8WVM8-3|SCFD1_HUMAN Isoform 3 of Sec1			1	---	0.0220061	-1.04795
7355		RUVBL2	RuvB-like 2	RUVBL2	sp|Q9Y230|RUVB2_HUMAN RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2 PE=1 SV=3;sp|Q9Y230-2|RUVB2_HUMAN Isoform 2 of RuvB-like 2 OS=Homo sapiens OX=9606 GN=RUVBL2			22	---	-0.534263	0.146585
3175		CASP8	Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10	CASP8	sp|Q14790-2|CASP8_HUMAN Isoform 2 of Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8;sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8 PE=1 SV=1;sp|Q14790-4|CASP8_HUMAN Isoform 4 of Caspase-8 OS=Homo sapiens OX=9606 GN=CASP8;sp|Q14790-9|CASP8_HUM			1	---	-0.101775	-0.0115396
3281		TMED2	Transmembrane emp24 domain-containing protein 2	TMED2	sp|Q15363|TMED2_HUMAN Transmembrane emp24 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=TMED2 PE=1 SV=1			3	---	-0.294317	-0.663151
2118		CCT4	T-complex protein 1 subunit delta	CCT4	sp|P50991|TCPD_HUMAN T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4 PE=1 SV=4;sp|P50991-2|TCPD_HUMAN Isoform 2 of T-complex protein 1 subunit delta OS=Homo sapiens OX=9606 GN=CCT4			36	---	-0.71064	-0.425436
3056		CBFB	Core-binding factor subunit beta	CBFB	sp|Q13951-2|PEBB_HUMAN Isoform 2 of Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB			4	---	-0.335038	-0.502179
48		UNC119B	Protein unc-119 homolog B	UNC119B	sp|A6NIH7|U119B_HUMAN Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1			1	---	-0.936707	-0.702869
7461		SBDS	Ribosome maturation protein SBDS	SBDS	sp|Q9Y3A5|SBDS_HUMAN Ribosome maturation protein SBDS OS=Homo sapiens OX=9606 GN=SBDS PE=1 SV=4			1	---	-0.914678	-0.824964
968		MOCS2	Molybdopterin synthase catalytic subunit	MOCS2	sp|O96007|MOC2B_HUMAN Molybdopterin synthase catalytic subunit OS=Homo sapiens OX=9606 GN=MOCS2 PE=1 SV=1			1	---	-0.861971	-1.82983
4105		BZW1	Basic leucine zipper and W2 domain-containing protein 1	BZW1	sp|Q7L1Q6|BZW1_HUMAN Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1 PE=1 SV=1;sp|Q7L1Q6-4|BZW1_HUMAN Isoform 4 of Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=BZW1;sp|Q7L1Q6-3|B			8	---	-0.459175	-0.0732892
1900		ARHGAP25	Rho GTPase-activating protein 25	ARHGAP25	sp|P42331-6|RHG25_HUMAN Isoform 6 of Rho GTPase-activating protein 25 OS=Homo sapiens OX=9606 GN=ARHGAP25;sp|P42331-4|RHG25_HUMAN Isoform 4 of Rho GTPase-activating protein 25 OS=Homo sapiens OX=9606 GN=ARHGAP25;sp|P42331-5|RHG25_HUMAN Isoform 5 of Rho GTP			3	---	0.0893957	-2.58547
219		EIF1AY	Eukaryotic translation initiation factor 1A, Y-chromosomal	EIF1AY	sp|O14602|IF1AY_HUMAN Eukaryotic translation initiation factor 1A, Y-chromosomal OS=Homo sapiens OX=9606 GN=EIF1AY PE=1 SV=4			2	---	-0.72577	-0.449676
207		TXNDC9	Thioredoxin domain-containing protein 9	TXNDC9	sp|O14530-2|TXND9_HUMAN Isoform 2 of Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9;sp|O14530|TXND9_HUMAN Thioredoxin domain-containing protein 9 OS=Homo sapiens OX=9606 GN=TXNDC9 PE=1 SV=2			1	---	-0.707318	-0.898879
1647		MAPK1	Mitogen-activated protein kinase 1	MAPK1	sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1 PE=1 SV=3;sp|P28482-2|MK01_HUMAN Isoform 2 of Mitogen-activated protein kinase 1 OS=Homo sapiens OX=9606 GN=MAPK1			10	---	-0.609836	-0.296937
1312		PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A	sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2;sp|P13861-2|KAP2_HUMAN Isoform 2 of cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=P			6	---	-0.712293	-0.876866
1463		SRM	Spermidine synthase	SRM	sp|P19623|SPEE_HUMAN Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1			16	---	-0.425136	-0.570921
5839		MIEN1	Migration and invasion enhancer 1	MIEN1	sp|Q9BRT3|MIEN1_HUMAN Migration and invasion enhancer 1 OS=Homo sapiens OX=9606 GN=MIEN1 PE=1 SV=1			2	---	0.0327944	-0.970117
3142		IRF3	Interferon regulatory factor 3	IRF3	sp|Q14653|IRF3_HUMAN Interferon regulatory factor 3 OS=Homo sapiens OX=9606 GN=IRF3 PE=1 SV=1;sp|Q14653-2|IRF3_HUMAN Isoform 2 of Interferon regulatory factor 3 OS=Homo sapiens OX=9606 GN=IRF3;sp|Q14653-4|IRF3_HUMAN Isoform 4 of Interferon regulatory facto			1	---	-0.397024	-2.10166
1328		PKM	Pyruvate kinase PKM	PKM	sp|P14618-2|KPYM_HUMAN Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM			3	---	-0.783904	-0.738611
